technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,50812.749479967155,,50.81274947996715,,0.0
biomass_coge,0.15,,0.5258864159999999,,37.26106771694685
methanization,1.141552511412835,,9.999999999976433,,1315.4910850963595
offshore_float,37.2,,142.35239495239998,,-1056.641620138198
offshore_ground,22.8,,80.18191216000001,,-779.2202924911162
onshore,12.0,,30.417914489999998,,1873.905265322745
pv_ground,24.2,,25.251659158,,410.0096617696995
pv_roof_com,34.5,,31.352232764999997,,-149.56339529044863
pv_roof_indiv,14.7,,15.015308384999999,,-1000.3042689506685
river,0.04,,0.10274141670363425,,15.220728584670528
ch4_ocgt,9.71679975991081,,1.2489195891686358,1.873379383752954,0.0
electrolysis,29.679691666511996,,94.74917348188816,46.26550628458085,0.0
h2_ccgt,20.589606308094805,,22.76835826422089,15.178905509480597,0.0
battery_4h,6.184295573773811,24.737182295095245,5.314312046407464,0.5904791162716467,0.0
battery_8h,2.825555911333432,22.604447290667455,4.1002919596460465,0.4555879955188491,0.0
