area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,5.4307992675495945e-06,2.662297499886407e-05,27.21180462756218,20.383315753617655,0.0,0.0,0.0
CH,62.400000000000006,6.046710391136918e-06,4.921312981022667e-05,0.30534775291652555,1.5695262974430468e-05,0.0,0.0,0.0
DE,130.0,5.225832800381217e-06,2.5326436011254375e-05,138.88289955502313,96.93163559372908,0.0,0.0,0.0
ES,128.0,5.03269479557728e-06,2.2196946288165562e-05,101.34713133629987,20.267633021056614,0.0,0.0,0.0
FR,101.00000157740462,1.1189575770564378e-05,6.313979919923543e-05,86.41119827910953,2.6071399103127044,3999.999996704688,118900.0,0.0
IE,0.0,4.9071032948884015e-06,1.9436988536310187e-05,9.246847737799252,11.712475197673623,0.0,0.0,0.0
IT,144.4,5.53710312132003e-06,2.5453210195811045e-05,108.41308801308962,136.93228942590272,0.0,0.0,0.0
NL,0.0,5.420487049471239e-06,2.653972856449054e-05,24.737182295095245,22.604447290667455,0.0,0.0,0.0
PT,94.0,5.023892945870204e-06,2.214059967915317e-05,4.55487412230858,0.13952902196451483,0.0,0.0,0.0
UK,56.0,4.920683569108874e-06,1.9509136827920914e-05,93.20243378703964,69.80823232688535,0.0,0.0,0.0
