tech,FR
offshore_float,43.339931475606825
offshore_ground,40.715262271689504
onshore,31.45995686746045
pv_ground,13.652190296803651
pv_roof_com,12.000229223744292
pv_roof_indiv,13.187393607305935
river,58.871864694938935
lake,14.915291561005024
nuclear,51.60741038141723
methanization,99.99999999367037
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,1.9509492273624907
ch4_ccgt,23.888930889982745
h2_ccgt,25.24073199421966
electrolysis,53.33637533048643
methanation,56.67172783019918
phs,29.155506447252716
battery_1h,0.0
battery_2h,10.05234457881166
battery_4h,15.801322889729272
battery_8h,0.0
h2_saltcavern,34.93698755250208
ch4_reservoir,3.926397874416214
str_dummy,
lost_load,
