tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.351851798045562
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8718944840038624e-06
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.70972512297271
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.810410144878198
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.453961462411115e-06
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23210022305875
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.891365873413886
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,114.43030928561576,70.6070455387133,647.7515964894894,335.4511953581402,412.6677683711022,532.7093136559434,45.83836265931534,203.11948467437497,72.87748033875735,509.757495437961
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45806905628106
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
