Date,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Grand Est,Hauts-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
2010-01-11,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-01-12,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-01-13,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-01-14,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-01-15,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-01-16,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
2010-01-17,5662.527955791096,1785.746102360899,1718.132256494265,1498.9665125861106,3967.9383749771628,4543.6756622196635,2315.841439613241,3653.8997263889905,3208.051436677874,2139.545656618209,3666.742844117612,5893.78896377025
2010-01-18,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-01-19,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-01-20,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-01-21,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-01-22,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-01-23,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
2010-01-24,5662.527955791096,1785.746102360899,1718.132256494265,1498.9665125861106,3967.9383749771628,4543.6756622196635,2315.841439613241,3653.8997263889905,3208.051436677874,2139.545656618209,3666.742844117612,5893.78896377025
2010-01-25,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-01-26,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-01-27,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-01-28,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-01-29,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-01-30,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
2010-01-31,5662.527955791096,1785.746102360899,1718.132256494265,1498.9665125861106,3967.9383749771628,4543.6756622196635,2315.841439613241,3653.8997263889905,3208.051436677874,2139.545656618209,3666.742844117612,5893.78896377025
2010-02-01,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-02-02,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-02-03,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-02-04,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-02-05,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-02-06,5873.5671209021775,1876.5224026829458,1762.5374160932843,1523.5351471065694,4138.7108192093,4644.667465302811,2365.026837038859,3805.918788585212,3338.4043619738413,2197.018627783096,3776.778243983244,6071.03734555913
2010-02-07,5662.527955791096,1785.746102360899,1652.7909114196934,1464.504675158767,3915.798768229905,4448.535398029106,2265.026480780506,3653.8997263889905,3208.051436677874,2073.2782785591958,3670.2272344775793,5893.78896377025
2010-02-08,6546.703246777247,2132.909521785441,2051.5300845532347,1710.5531872060137,4543.635226358068,5005.565895574382,2603.672430656125,4163.290102830514,3616.019407243296,2593.7199386118045,3937.723296978912,6751.380818654518
2010-02-09,6698.155161104716,2195.3043817958446,2117.9932314033117,1752.720788341519,4709.550518181011,5098.968321914533,2662.306285954827,4241.668450771569,3675.0452952887995,2678.4258095626496,3976.3545996139524,6842.87031092588
2010-02-10,6741.32957503979,2211.1335906701042,2131.804280637262,1764.9741397566224,4745.76610510679,5147.0297166715,2671.1245162624746,4255.660000351429,3687.369121451882,2697.7064591082485,3989.0514612707498,6864.367436254496
2010-02-11,6733.359156247335,2209.539091622259,2133.0275952922516,1763.8866794771398,4741.46043961215,5164.178159733469,2672.2022160456977,4263.534340062932,3684.8676017423636,2697.8109528812197,4000.476301419054,6804.0285765301305
2010-02-12,6599.063297322093,2159.9062180447886,2085.190357416371,1726.3123923818182,4647.883199798659,5106.027914587486,2623.6561297886647,4188.212177815553,3633.30310523939,2623.074784029894,3983.203094730194,6703.760102861616
2010-02-13,5873.5671209021775,1876.5224026829458,1762.5374160932843,1523.5351471065694,4138.7108192093,4644.667465302811,2365.026837038859,3805.918788585212,3338.4043619738413,2197.018627783096,3776.778243983244,6071.03734555913
2010-02-14,5662.527955791096,1785.746102360899,1652.7909114196934,1464.504675158767,3915.798768229905,4448.535398029106,2265.026480780506,3653.8997263889905,3208.051436677874,2073.2782785591958,3670.2272344775793,5893.78896377025
2010-02-15,6546.703246777247,2132.909521785441,2051.5300845532347,1710.5531872060137,4543.635226358068,5005.565895574382,2603.672430656125,4163.290102830514,3616.019407243296,2593.7199386118045,3937.723296978912,6751.380818654518
2010-02-16,6698.155161104716,2195.3043817958446,2117.9932314033117,1752.720788341519,4709.550518181011,5098.968321914533,2662.306285954827,4241.668450771569,3675.0452952887995,2678.4258095626496,3976.3545996139524,6842.87031092588
2010-02-17,6741.32957503979,2211.1335906701042,2131.804280637262,1764.9741397566224,4745.76610510679,5147.0297166715,2671.1245162624746,4255.660000351429,3687.369121451882,2697.7064591082485,3989.0514612707498,6864.367436254496
2010-02-18,6733.359156247335,2209.539091622259,2133.0275952922516,1763.8866794771398,4741.46043961215,5164.178159733469,2672.2022160456977,4263.534340062932,3684.8676017423636,2697.8109528812197,4000.476301419054,6804.0285765301305
2010-02-19,6599.063297322093,2159.9062180447886,2085.190357416371,1726.3123923818182,4647.883199798659,5106.027914587486,2623.6561297886647,4188.212177815553,3633.30310523939,2623.074784029894,3983.203094730194,6703.760102861616
2010-02-20,5873.5671209021775,1876.5224026829458,1762.5374160932843,1523.5351471065694,4138.7108192093,4644.667465302811,2365.026837038859,3805.918788585212,3338.4043619738413,2197.018627783096,3776.778243983244,6071.03734555913
2010-02-21,5662.527955791096,1785.746102360899,1652.7909114196934,1464.504675158767,3915.798768229905,4448.535398029106,2265.026480780506,3653.8997263889905,3208.051436677874,2073.2782785591958,3670.2272344775793,5893.78896377025
2010-02-22,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-02-23,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-02-24,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-02-25,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-02-26,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-02-27,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
2010-02-28,5662.527955791096,1785.746102360899,1718.132256494265,1498.9665125861106,3967.9383749771628,4543.6756622196635,2315.841439613241,3653.8997263889905,3208.051436677874,2139.545656618209,3666.742844117612,5893.78896377025
2010-03-01,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-03-02,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-03-03,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-03-04,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-03-05,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-03-06,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
2010-03-07,5662.527955791096,1785.746102360899,1718.132256494265,1498.9665125861106,3967.9383749771628,4543.6756622196635,2315.841439613241,3653.8997263889905,3208.051436677874,2139.545656618209,3666.742844117612,5893.78896377025
2010-03-08,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-03-09,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-03-10,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-03-11,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-03-12,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-03-13,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
2010-03-14,5662.527955791096,1785.746102360899,1718.132256494265,1498.9665125861106,3967.9383749771628,4543.6756622196635,2315.841439613241,3653.8997263889905,3208.051436677874,2139.545656618209,3666.742844117612,5893.78896377025
2010-03-15,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-03-16,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-03-17,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-03-18,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-03-19,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-03-20,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
2010-03-21,5662.527955791096,1785.746102360899,1718.132256494265,1498.9665125861106,3967.9383749771628,4543.6756622196635,2315.841439613241,3653.8997263889905,3208.051436677874,2139.545656618209,3666.742844117612,5893.78896377025
2010-03-22,6546.703246777247,2132.909521785441,2116.8714296278063,1745.0150246333574,4595.774833105326,5100.70615976494,2654.48738948886,4163.290102830514,3616.019407243296,2659.9873166708176,3934.238906618945,6751.380818654518
2010-03-23,6698.155161104716,2195.3043817958446,2183.3345764778833,1787.1826257688626,4761.690124928269,5194.108586105091,2713.1212447875623,4241.668450771569,3675.0452952887995,2744.6931876216627,3972.870209253985,6842.87031092588
2010-03-24,6741.32957503979,2211.1335906701042,2197.1456257118334,1799.435977183966,4797.905711854048,5242.169980862058,2721.9394750952097,4255.660000351429,3687.369121451882,2763.9738371672615,3985.5670709107826,6864.367436254496
2010-03-25,6733.359156247335,2209.539091622259,2198.368940366823,1798.3485169044834,4793.600046359408,5259.318423924027,2723.017174878433,4263.534340062932,3684.8676017423636,2764.0783309402327,3996.9919110590868,6804.0285765301305
2010-03-26,6599.063297322093,2159.9062180447886,2150.5317024909427,1760.7742298091619,4700.022806545917,5201.1681787780435,2674.4710886213998,4188.212177815553,3633.30310523939,2689.342162088907,3979.718704370227,6703.760102861616
2010-03-27,5873.5671209021775,1876.5224026829458,1827.8787611678558,1557.996984533913,4190.850425956558,4739.807729493369,2415.841795871594,3805.918788585212,3338.4043619738413,2263.286005842109,3773.293853623277,6071.03734555913
