,BE,CH,DE,ES,IT,UK,IE,NL,PT
2017-03-19,8493.54369272199,6329.431390145868,48351.01544589689,23687.43507988046,27199.962581515178,25910.216999984063,2949.349335453513,10840.721630938533,4859.195691180238
2017-03-20,9662.984635158493,6885.935778249087,59395.11175868669,27924.088116243347,34896.19619810152,29380.237865842595,3370.563686321884,12585.644740681337,5701.632691581398
2017-03-21,9808.0302521495,6935.686537931142,60407.26004642047,28727.224168538276,36439.3822409427,29849.514044699616,3340.796906358367,12735.875757260383,5894.146974794419
2017-03-22,9805.050140628307,6950.803119185411,60603.643005326136,28832.132398410704,36611.490778973755,29803.219373503445,3352.028867882999,12768.718977276889,5937.478217592298
2017-03-23,9836.835932482034,6893.268291928807,60555.36310972403,28794.10118310111,36605.718344257264,29711.685164933333,3354.4287501762433,12809.433261118635,5948.053933663748
2017-03-24,9704.58876879541,6800.865406330103,59125.62150044138,28472.453960212493,35870.64253636624,29109.676589587318,3299.6302231761156,12613.761775878438,5875.531792789115
2017-03-25,8765.965162452223,6332.535366998563,51024.30432483861,25115.948579327865,29925.381838766127,26324.139345738426,3040.2001554783774,11233.194777545168,5129.652512842683
2017-03-26,8493.54369272199,6329.431390145868,48351.01544589689,23687.43507988046,27199.962581515178,25910.216999984063,2949.349335453513,10840.721630938533,4859.195691180238
2017-03-27,9662.984635158493,6885.935778249087,59395.11175868669,27924.088116243347,34896.19619810152,29380.237865842595,3279.7128662970194,12585.644740681337,5701.632691581398
2017-03-28,9808.0302521495,6935.686537931142,60407.26004642047,28727.224168538276,36439.3822409427,29849.514044699616,3340.796906358367,12735.875757260383,5894.146974794419
2017-03-29,9805.050140628307,6950.803119185411,60603.643005326136,28832.132398410704,36611.490778973755,29803.219373503445,3352.028867882999,12768.718977276889,5937.478217592298
2017-03-30,9836.835932482034,6893.268291928807,60555.36310972403,28794.10118310111,36605.718344257264,29711.685164933333,3354.4287501762433,12809.433261118635,5948.053933663748
2017-03-31,9704.58876879541,6800.865406330103,59125.62150044138,28472.453960212493,35870.64253636624,29109.676589587318,3299.6302231761156,12613.761775878438,5875.531792789115
2017-04-01,8437.627870958775,5822.12217898226,48586.48311428544,23964.25258980605,28756.725020342907,24197.691577756486,2915.879189433135,11143.640798660761,4800.232857162095
2017-04-02,8165.206401228543,5819.018202129565,45913.19423534372,22535.739090358642,26031.305763091957,23783.76923200212,2825.0283694082705,10751.167652054126,4529.77603549965
2017-04-03,9334.647343665045,6375.522590232784,56957.29054813352,26772.39212672153,33727.539379678296,27253.79009786065,3155.391900251777,12496.090761796931,5372.21303590081
2017-04-04,9479.692960656052,6425.273349914839,57969.4388358673,27575.52817901646,35270.72542251948,27723.06627671767,3216.4759403131243,12646.321778375976,5564.727319113831
2017-04-05,9476.71284913486,6440.3899311691075,58165.821794772964,27680.436408888887,35442.83396055053,27676.771605521502,3227.7079018377563,12679.164998392484,5608.05856191171
2017-04-06,9508.498640988586,6382.855103912504,58117.54189917086,27642.405193579292,35437.06152583404,27585.23739695139,3230.1077841310007,12719.87928223423,5618.634277983159
2017-04-07,9376.251477301961,6290.4522183138,56687.80028988821,27320.757970690676,34701.98571794302,26983.228821605375,3175.309257130873,12524.207796994033,5546.112137108526
2017-04-08,8437.627870958775,5822.12217898226,48586.48311428544,23964.25258980605,28756.725020342907,24197.691577756486,2915.879189433135,11143.640798660761,4800.232857162095
2017-04-09,8165.206401228543,5819.018202129565,45913.19423534372,22535.739090358642,26031.305763091957,23783.76923200212,2825.0283694082705,10751.167652054126,4529.77603549965
2017-04-10,9334.647343665045,6375.522590232784,56957.29054813352,26772.39212672153,33727.539379678296,27253.79009786065,3155.391900251777,12496.090761796931,5372.21303590081
2017-04-11,9479.692960656052,6425.273349914839,57969.4388358673,27575.52817901646,35270.72542251948,27723.06627671767,3216.4759403131243,12646.321778375976,5564.727319113831
2017-04-12,9476.71284913486,6440.3899311691075,58165.821794772964,27680.436408888887,35442.83396055053,27676.771605521502,3227.7079018377563,12679.164998392484,5608.05856191171
2017-04-13,9508.498640988586,6259.335263743806,55451.010979744744,26126.206372904577,35437.06152583404,26595.292959688326,3230.1077841310007,12499.03740074169,5515.688315203225
2017-04-14,9648.672947032193,5819.018202129565,45913.19423534372,22535.739090358642,37427.40497519397,23783.76923200212,3266.1600771557373,10751.167652054126,4529.77603549965
2017-04-15,8437.627870958775,5822.12217898226,48586.48311428544,23964.25258980605,28756.725020342907,24197.691577756486,2915.879189433135,11143.640798660761,4697.28689438216
2017-04-16,8023.823987507353,5695.4983619608665,43246.663315917605,22535.739090358642,23674.820912651405,22793.824794739056,2757.7109801067977,10530.325770561587,4529.77603549965
2017-04-17,8165.206401228543,5819.018202129565,45913.19423534372,28200.905626168937,26031.305763091957,23783.76923200212,2825.0283694082705,10751.167652054126,5642.6698575632545
2017-04-18,9479.692960656052,6425.273349914839,57969.4388358673,27575.52817901646,35270.72542251948,27723.06627671767,3216.4759403131243,12646.321778375976,5564.727319113831
2017-04-19,9476.71284913486,6440.3899311691075,58165.821794772964,27680.436408888887,35442.83396055053,27676.771605521502,3227.7079018377563,12679.164998392484,5608.05856191171
2017-04-20,9508.498640988586,6382.855103912504,58117.54189917086,27642.405193579292,35437.06152583404,27585.23739695139,3230.1077841310007,12719.87928223423,5618.634277983159
2017-04-21,9376.251477301961,6290.4522183138,56687.80028988821,27320.757970690676,34701.98571794302,26983.228821605375,3175.309257130873,12524.207796994033,5546.112137108526
2017-04-22,8437.627870958775,5822.12217898226,48586.48311428544,23964.25258980605,28756.725020342907,24197.691577756486,2915.879189433135,11143.640798660761,4800.232857162095
2017-04-23,8165.206401228543,5819.018202129565,45913.19423534372,22535.739090358642,26031.305763091957,23783.76923200212,2825.0283694082705,10751.167652054126,4529.77603549965
2017-04-24,9334.647343665045,6375.522590232784,56957.29054813352,26772.39212672153,31371.054529237743,27253.79009786065,3155.391900251777,12496.090761796931,5269.2670731208755
2017-04-25,9479.692960656052,6425.273349914839,57969.4388358673,27575.52817901646,26031.305763091957,27723.06627671767,3216.4759403131243,12646.321778375976,4529.77603549965
2017-04-26,9476.71284913486,6440.3899311691075,58165.821794772964,27680.436408888887,35442.83396055053,27676.771605521502,3227.7079018377563,12458.323116899945,5608.05856191171
2017-04-27,9508.498640988586,6382.855103912504,58117.54189917086,27642.405193579292,35437.06152583404,27585.23739695139,3230.1077841310007,10751.167652054126,5618.634277983159
2017-04-28,9648.672947032193,6290.4522183138,59361.08916882993,28749.271470138083,37427.40497519397,27397.15116735974,3266.1600771557373,12524.207796994033,5816.568958770971
2017-04-29,8437.627870958775,5822.12217898226,48586.48311428544,23964.25258980605,28756.725020342907,24197.691577756486,2915.879189433135,11143.640798660761,4800.232857162095
2017-04-30,8023.823987507353,5819.018202129565,43246.663315917605,21019.540269683926,23674.820912651405,22793.824794739056,2757.7109801067977,10751.167652054126,4426.830072719716
2017-05-01,8019.619633878618,6398.92633390722,45173.83987880366,22768.55457685103,26253.585191155933,23405.013846528465,2721.7790199181673,12444.052855326305,4545.635886579188
2017-05-02,9334.106193306126,6448.6770935892755,57230.08447932724,27808.343665508848,35493.00485058346,27344.310891244015,3113.226590823021,12594.28387190535,5580.587170193368
2017-05-03,9331.126081784934,6463.793674843544,57426.4674382329,27913.251895381276,35665.11338861451,27298.016220047848,3124.458552347653,12627.127091921857,5623.918412991248
2017-05-04,9362.91187363866,6406.258847586941,57378.187542630796,27875.22068007168,35659.34095389802,27206.482011477736,3126.8584346408975,12667.841375763603,5634.4941290626975
2017-05-05,9230.664709952036,6313.855961988236,55948.44593334815,27553.573457183065,34924.265146007,26604.47343613172,3072.05990764077,12472.169890523406,5561.971988188065
2017-05-06,8292.04110360885,5845.525922656697,47847.12875774538,24197.068076298438,28979.004448406882,23818.936192282832,2812.6298399430316,11091.602892190136,4816.092708241633
2017-05-07,8019.619633878618,5842.421945804002,45173.83987880366,22768.55457685103,26253.585191155933,23405.013846528465,2721.7790199181673,10699.129745583501,4545.635886579188
2017-05-08,9189.06057631512,6398.92633390722,56217.93619159346,27005.20761321392,33949.818807742275,26875.034712386994,3052.1425507616736,12444.052855326305,5388.072886980348
2017-05-09,9334.106193306126,6448.6770935892755,57230.08447932724,27808.343665508848,35493.00485058346,27344.310891244015,3113.226590823021,12594.28387190535,5580.587170193368
2017-05-10,9331.126081784934,6463.793674843544,57426.4674382329,27913.251895381276,35665.11338861451,27298.016220047848,3124.458552347653,12627.127091921857,5623.918412991248
2017-05-11,9362.91187363866,6406.258847586941,57378.187542630796,27875.22068007168,35659.34095389802,27206.482011477736,3126.8584346408975,12667.841375763603,5634.4941290626975
2017-05-12,9230.664709952036,6313.855961988236,55948.44593334815,27553.573457183065,34924.265146007,26604.47343613172,3072.05990764077,12472.169890523406,5561.971988188065
2017-05-13,8292.04110360885,5845.525922656697,47847.12875774538,24197.068076298438,28979.004448406882,23818.936192282832,2812.6298399430316,11091.602892190136,4816.092708241633
2017-05-14,8019.619633878618,5842.421945804002,45173.83987880366,22768.55457685103,26253.585191155933,23405.013846528465,2721.7790199181673,10699.129745583501,4545.635886579188
2017-05-15,9189.06057631512,6398.92633390722,56217.93619159346,27005.20761321392,33949.818807742275,26875.034712386994,3052.1425507616736,12444.052855326305,5388.072886980348
2017-05-16,9334.106193306126,6448.6770935892755,57230.08447932724,27808.343665508848,35493.00485058346,27344.310891244015,3113.226590823021,12594.28387190535,5580.587170193368
2017-05-17,9331.126081784934,6463.793674843544,57426.4674382329,27913.251895381276,35665.11338861451,27298.016220047848,3124.458552347653,12627.127091921857,5623.918412991248
2017-05-18,9362.91187363866,6406.258847586941,57378.187542630796,27875.22068007168,35659.34095389802,27206.482011477736,3126.8584346408975,12667.841375763603,5634.4941290626975
2017-05-19,9230.664709952036,6313.855961988236,55948.44593334815,27553.573457183065,34924.265146007,26604.47343613172,3072.05990764077,12472.169890523406,5561.971988188065
2017-05-20,8292.04110360885,5845.525922656697,47847.12875774538,24197.068076298438,28979.004448406882,23818.936192282832,2812.6298399430316,11091.602892190136,4816.092708241633
2017-05-21,8019.619633878618,5842.421945804002,45173.83987880366,22768.55457685103,26253.585191155933,23405.013846528465,2721.7790199181673,10699.129745583501,4545.635886579188
2017-05-22,9189.06057631512,6398.92633390722,56217.93619159346,27005.20761321392,33949.818807742275,26875.034712386994,3052.1425507616736,12444.052855326305,5388.072886980348
2017-05-23,9334.106193306126,6448.6770935892755,57230.08447932724,27808.343665508848,35493.00485058346,27344.310891244015,3113.226590823021,12594.28387190535,5580.587170193368
2017-05-24,9189.743668063744,6340.273834674846,54759.93651880679,27913.251895381276,35665.11338861451,27298.016220047848,3124.458552347653,12406.285210429318,5623.918412991248
2017-05-25,8019.619633878618,5842.421945804002,45173.83987880366,27875.22068007168,35659.34095389802,27206.482011477736,3126.8584346408975,10699.129745583501,5634.4941290626975
2017-05-26,9230.664709952036,6313.855961988236,55948.44593334815,27553.573457183065,34924.265146007,27018.395781886087,3072.05990764077,12472.169890523406,5561.971988188065
2017-05-27,8292.04110360885,5845.525922656697,47847.12875774538,24197.068076298438,28979.004448406882,23818.936192282832,2812.6298399430316,11091.602892190136,4816.092708241633
2017-05-28,8019.619633878618,5842.421945804002,45173.83987880366,22768.55457685103,26253.585191155933,22415.0694092654,2721.7790199181673,10699.129745583501,4545.635886579188
2017-05-29,9189.06057631512,6398.92633390722,56217.93619159346,27005.20761321392,33949.818807742275,23405.013846528465,3052.1425507616736,12444.052855326305,5388.072886980348
2017-05-30,9334.106193306126,6448.6770935892755,57230.08447932724,27808.343665508848,35493.00485058346,27344.310891244015,3113.226590823021,12594.28387190535,5580.587170193368
2017-05-31,9331.126081784934,6463.793674843544,57426.4674382329,27913.251895381276,35665.11338861451,27298.016220047848,3124.458552347653,12627.127091921857,5623.918412991248
2017-06-01,9413.548241000979,6500.05213699361,57433.029537215494,28451.221518019793,33703.16541041347,26812.3118472008,3100.538300542958,12744.29725001664,5755.908561236827
2017-06-02,9553.722547044586,6410.7532282476,58676.57680687457,28129.574295131177,26653.894498111942,26210.303271854784,3136.5905935676947,12941.098911383078,5683.386420362194
2017-06-03,8342.677470971168,5939.319212063366,47901.970752330075,24773.06891424655,29379.31375536289,23424.76602800589,2786.309705845092,11168.058766443173,4937.5071404157625
2017-06-04,7928.873587519746,5812.695395041972,42562.15095396224,23344.555414799142,26653.894498111942,23010.84368225153,2628.141496518755,10554.743738344,4667.050318753318
2017-06-05,8070.256001240936,5936.2152352106705,45228.681873388356,27581.20845116203,37075.54737194923,26480.864548110058,2695.458885820228,10775.585619836538,5509.4873191544775
2017-06-06,9384.742560668445,6542.470382995944,57284.92647391194,28384.34450345696,35893.31415753946,26950.140726967078,3086.9064567250816,12670.739746158388,5702.0016023675
2017-06-07,9381.762449147252,6557.586964250213,57481.3094328176,28489.252733329387,36065.422695570516,26903.84605577091,3098.1384182497136,12703.582966174894,5745.332845165378
2017-06-08,9413.548241000979,6500.05213699361,57433.029537215494,28451.221518019793,36059.650260854025,26812.3118472008,3100.538300542958,12744.29725001664,5755.908561236827
2017-06-09,9281.301077314354,6407.649251394905,56003.28792793285,28129.574295131177,35324.574452963,26210.303271854784,3045.7397735428303,12548.625764776443,5580.44045758226
2017-06-10,8342.677470971168,5939.319212063366,47901.970752330075,24773.06891424655,29379.31375536289,23424.76602800589,2786.309705845092,11168.058766443173,4667.050318753318
2017-06-11,8070.256001240936,5936.2152352106705,45228.681873388356,23344.555414799142,26653.894498111942,23010.84368225153,2695.458885820228,10775.585619836538,4667.050318753318
2017-06-12,9239.696943677438,6492.719623313889,56272.778186178155,27581.20845116203,34350.12811469828,26480.864548110058,3025.822416663734,12520.508729579342,5509.4873191544775
2017-06-13,9384.742560668445,6542.470382995944,57284.92647391194,28384.34450345696,35893.31415753946,26950.140726967078,3086.9064567250816,12670.739746158388,5702.0016023675
2017-06-14,9381.762449147252,6557.586964250213,57481.3094328176,28489.252733329387,36065.422695570516,26903.84605577091,3098.1384182497136,12703.582966174894,5642.386882385444
2017-06-15,9413.548241000979,6500.05213699361,57433.029537215494,28451.221518019793,36059.650260854025,26812.3118472008,3100.538300542958,12744.29725001664,4667.050318753318
2017-06-16,9281.301077314354,6407.649251394905,56003.28792793285,28129.574295131177,35324.574452963,26210.303271854784,3045.7397735428303,12548.625764776443,5683.386420362194
2017-06-17,8342.677470971168,5939.319212063366,47901.970752330075,24773.06891424655,29379.31375536289,23424.76602800589,2786.309705845092,11168.058766443173,4937.5071404157625
2017-06-18,8070.256001240936,5936.2152352106705,45228.681873388356,23344.555414799142,26653.894498111942,23010.84368225153,2695.458885820228,10775.585619836538,4667.050318753318
2017-06-19,9239.696943677438,6492.719623313889,56272.778186178155,27581.20845116203,34350.12811469828,26480.864548110058,3025.822416663734,12520.508729579342,5509.4873191544775
2017-06-20,9384.742560668445,6542.470382995944,57284.92647391194,28384.34450345696,35893.31415753946,26950.140726967078,3086.9064567250816,12670.739746158388,5702.0016023675
2017-06-21,9381.762449147252,6557.586964250213,57481.3094328176,28489.252733329387,36065.422695570516,26903.84605577091,3098.1384182497136,12703.582966174894,5745.332845165378
2017-06-22,9413.548241000979,6500.05213699361,57433.029537215494,28451.221518019793,36059.650260854025,26812.3118472008,3100.538300542958,12744.29725001664,5755.908561236827
2017-06-23,9281.301077314354,6407.649251394905,56003.28792793285,28129.574295131177,35324.574452963,26210.303271854784,3045.7397735428303,12548.625764776443,5683.386420362194
2017-06-24,8342.677470971168,5939.319212063366,47901.970752330075,24773.06891424655,29379.31375536289,23424.76602800589,2786.309705845092,11168.058766443173,4937.5071404157625
2017-06-25,8070.256001240936,5936.2152352106705,45228.681873388356,23344.555414799142,26653.894498111942,23010.84368225153,2695.458885820228,10775.585619836538,4667.050318753318
2017-06-26,9239.696943677438,6492.719623313889,56272.778186178155,27581.20845116203,34350.12811469828,26480.864548110058,3025.822416663734,12520.508729579342,5509.4873191544775
2017-06-27,9384.742560668445,6542.470382995944,57284.92647391194,28384.34450345696,35893.31415753946,26950.140726967078,3086.9064567250816,12670.739746158388,5702.0016023675
2017-06-28,9381.762449147252,6557.586964250213,57481.3094328176,28489.252733329387,36065.422695570516,26903.84605577091,3098.1384182497136,12703.582966174894,5745.332845165378
2017-06-29,9413.548241000979,6500.05213699361,57433.029537215494,28451.221518019793,36059.650260854025,26812.3118472008,3100.538300542958,12744.29725001664,5755.908561236827
2017-06-30,9281.301077314354,6407.649251394905,56003.28792793285,28129.574295131177,35324.574452963,26210.303271854784,3045.7397735428303,12548.625764776443,5683.386420362194
2017-07-01,8005.3315011084505,5650.48188593464,47516.16029106636,25092.590808648496,30438.886676919687,23595.570575319616,2781.061715659931,11139.70575721653,5037.558998558972
2017-07-02,7732.910031378217,5647.377909081944,44842.87141212464,23664.07730920109,27713.467419668737,23181.648229565253,2690.2108956350667,10747.232610609895,4767.102176896527
2017-07-03,8902.350973814719,6203.882297185163,55886.96772491444,27900.730345563978,35409.70103625508,26651.669095423782,3020.574426478573,12492.1557203527,5609.539177297687
2017-07-04,9047.396590805725,6253.633056867218,56899.11601264822,28703.866397858907,36952.88707909626,27120.945274280803,3081.6584665399205,12642.386736931745,5802.053460510709
2017-07-05,9044.416479284533,6268.749638121487,57095.49897155388,28808.774627731334,37124.995617127315,27074.650603084636,3092.8904280645525,12675.229956948253,5845.384703308588
2017-07-06,9076.20227113826,6211.2148108648835,57047.219075951776,28770.74341242174,37119.223182410824,26983.116394514524,3095.290310357797,12715.944240789999,5855.960419380037
2017-07-07,8943.955107451635,6118.811925266179,55617.47746666913,28449.096189533124,36384.1473745198,26381.10781916851,3040.491783357669,12520.272755549802,5783.438278505404
2017-07-08,8005.3315011084505,5650.48188593464,47516.16029106636,25092.590808648496,30438.886676919687,23595.570575319616,2781.061715659931,11139.70575721653,5037.558998558972
2017-07-09,7732.910031378217,5647.377909081944,44842.87141212464,23664.07730920109,27713.467419668737,23181.648229565253,2690.2108956350667,10747.232610609895,4767.102176896527
2017-07-10,8902.350973814719,6203.882297185163,55886.96772491444,27900.730345563978,35409.70103625508,26651.669095423782,3020.574426478573,12492.1557203527,5609.539177297687
2017-07-11,9047.396590805725,6253.633056867218,56899.11601264822,28703.866397858907,36952.88707909626,27120.945274280803,3081.6584665399205,12642.386736931745,5802.053460510709
2017-07-12,9044.416479284533,6268.749638121487,57095.49897155388,28808.774627731334,37124.995617127315,27074.650603084636,3092.8904280645525,12675.229956948253,5845.384703308588
2017-07-13,9076.20227113826,6211.2148108648835,57047.219075951776,28770.74341242174,37119.223182410824,26983.116394514524,3095.290310357797,12715.944240789999,5855.960419380037
2017-07-14,8943.955107451635,6118.811925266179,55617.47746666913,28449.096189533124,36384.1473745198,26381.10781916851,3040.491783357669,12520.272755549802,5783.438278505404
2017-07-15,8005.3315011084505,5650.48188593464,47516.16029106636,25092.590808648496,30438.886676919687,23595.570575319616,2781.061715659931,11139.70575721653,5037.558998558972
2017-07-16,7732.910031378217,5647.377909081944,44842.87141212464,23664.07730920109,27713.467419668737,23181.648229565253,2690.2108956350667,10747.232610609895,4767.102176896527
2017-07-17,8902.350973814719,6203.882297185163,55886.96772491444,27900.730345563978,35409.70103625508,26651.669095423782,3020.574426478573,12492.1557203527,5609.539177297687
2017-07-18,9047.396590805725,6253.633056867218,56899.11601264822,28703.866397858907,36952.88707909626,27120.945274280803,3081.6584665399205,12642.386736931745,5802.053460510709
2017-07-19,9044.416479284533,6268.749638121487,57095.49897155388,28808.774627731334,37124.995617127315,27074.650603084636,3092.8904280645525,12675.229956948253,5845.384703308588
2017-07-20,8934.81985741707,6211.2148108648835,57047.219075951776,28770.74341242174,37119.223182410824,26983.116394514524,3095.290310357797,12715.944240789999,5855.960419380037
2017-07-21,7732.910031378217,6118.811925266179,55617.47746666913,28449.096189533124,36384.1473745198,26381.10781916851,3040.491783357669,12520.272755549802,5783.438278505404
2017-07-22,8005.3315011084505,5650.48188593464,47516.16029106636,25092.590808648496,30438.886676919687,23595.570575319616,2781.061715659931,11139.70575721653,5037.558998558972
2017-07-23,7732.910031378217,5647.377909081944,44842.87141212464,23664.07730920109,27713.467419668737,23181.648229565253,2690.2108956350667,10747.232610609895,4767.102176896527
2017-07-24,9174.77244354495,6203.882297185163,55886.96772491444,27900.730345563978,35409.70103625508,26651.669095423782,3020.574426478573,12492.1557203527,5609.539177297687
2017-07-25,9047.396590805725,6253.633056867218,56899.11601264822,28703.866397858907,36952.88707909626,27120.945274280803,3081.6584665399205,12642.386736931745,5802.053460510709
2017-07-26,9044.416479284533,6268.749638121487,57095.49897155388,28808.774627731334,37124.995617127315,27074.650603084636,3092.8904280645525,12675.229956948253,5845.384703308588
2017-07-27,9076.20227113826,6211.2148108648835,57047.219075951776,28770.74341242174,37119.223182410824,26983.116394514524,3095.290310357797,12715.944240789999,5855.960419380037
2017-07-28,8943.955107451635,6118.811925266179,55617.47746666913,28449.096189533124,36384.1473745198,26381.10781916851,3040.491783357669,12520.272755549802,5783.438278505404
2017-07-29,8005.3315011084505,5650.48188593464,47516.16029106636,25092.590808648496,30438.886676919687,23595.570575319616,2781.061715659931,11139.70575721653,5037.558998558972
2017-07-30,7732.910031378217,5647.377909081944,44842.87141212464,23664.07730920109,27713.467419668737,23181.648229565253,2690.2108956350667,10747.232610609895,4767.102176896527
2017-07-31,8902.350973814719,6080.362457016465,55886.96772491444,27900.730345563978,35409.70103625508,26651.669095423782,3020.574426478573,12492.1557203527,5609.539177297687
2017-08-01,9129.862469714495,5486.472212199332,55747.274629941094,27327.28132783443,31256.060226225265,26620.449108227847,3070.4973904207814,12380.780806732015,5555.954797359672
2017-08-02,9126.882358193303,6107.843941238874,55943.657588846756,27432.189557706857,31428.16876425632,26574.15443703168,3081.729351945414,12413.624026748521,5599.286040157551
2017-08-03,9158.66815004703,6050.309113982271,55895.37769324465,27394.158342397262,31422.396329539828,26482.62022846157,3084.1292342386582,12454.338310590267,5609.861756229
2017-08-04,9026.420986360405,5957.9062283835665,54465.636083962,27072.511119508647,30687.320521648806,25880.611653115553,3120.1815272633944,12258.66682535007,5537.339615354367
2017-08-05,8087.797380017219,5489.576189052027,46364.31890835923,23716.00573862402,24742.059824048687,23095.07440926666,2769.900639540792,10878.0998270168,4791.460335407935
2017-08-06,7815.375910286987,5486.472212199332,43691.03002941751,22287.492239176612,22016.640566797738,22681.152063512298,2611.732430214455,10485.626680410165,4521.003513745491
2017-08-07,8984.816852723488,6042.976600302551,54735.12634220731,26524.1452755395,29712.874183384083,26151.172929370827,2679.0498195159275,12230.549790152969,5363.4405141466505
2017-08-08,9129.862469714495,6092.727359984606,55747.274629941094,27327.28132783443,31256.060226225265,26620.449108227847,3070.4973904207814,12380.780806732015,5555.954797359672
2017-08-09,9126.882358193303,6107.843941238874,55943.657588846756,27432.189557706857,31428.16876425632,26574.15443703168,3081.729351945414,12413.624026748521,5599.286040157551
2017-08-10,9158.66815004703,6050.309113982271,55895.37769324465,27394.158342397262,31422.396329539828,26482.62022846157,3084.1292342386582,12454.338310590267,5609.861756229
2017-08-11,9026.420986360405,5957.9062283835665,54465.636083962,27072.511119508647,30687.320521648806,25880.611653115553,3029.33070723853,12258.66682535007,5537.339615354367
2017-08-12,8087.797380017219,5489.576189052027,46364.31890835923,23716.00573862402,24742.059824048687,23095.07440926666,2769.900639540792,10878.0998270168,4791.460335407935
2017-08-13,7815.375910286987,5486.472212199332,43691.03002941751,22287.492239176612,22016.640566797738,22681.152063512298,2679.0498195159275,10485.626680410165,4521.003513745491
2017-08-14,8843.4344390023,6042.976600302551,54735.12634220731,25007.946454864785,27356.38933294353,26151.172929370827,3009.4133503594344,12230.549790152969,5260.494551366716
2017-08-15,7815.375910286987,6092.727359984606,55747.274629941094,22287.492239176612,22016.640566797738,26620.449108227847,3070.4973904207814,12380.780806732015,4521.003513745491
2017-08-16,9126.882358193303,6107.843941238874,55943.657588846756,27432.189557706857,31428.16876425632,26574.15443703168,3081.729351945414,12413.624026748521,5599.286040157551
2017-08-17,9158.66815004703,6050.309113982271,55895.37769324465,27394.158342397262,31422.396329539828,26482.62022846157,3084.1292342386582,12454.338310590267,5609.861756229
2017-08-18,9026.420986360405,5957.9062283835665,54465.636083962,27072.511119508647,30687.320521648806,25880.611653115553,3029.33070723853,12258.66682535007,5537.339615354367
2017-08-19,8087.797380017219,5489.576189052027,46364.31890835923,23716.00573862402,24742.059824048687,23095.07440926666,2769.900639540792,10878.0998270168,4791.460335407935
2017-08-20,7815.375910286987,5486.472212199332,43691.03002941751,22287.492239176612,22016.640566797738,22681.152063512298,2679.0498195159275,10485.626680410165,4521.003513745491
2017-08-21,9488.14406274106,6224.329709254423,55779.42759464111,27294.14029019675,32184.69140884161,26678.832332362672,3087.3713481696514,12659.773183426367,5293.165908853497
2017-08-22,9633.189679732066,6274.080468936478,56791.57588237489,28097.276342491677,33727.87745168279,27148.108511219692,3148.4553882309983,12810.004200005413,5485.680192066518
2017-08-23,9630.209568210874,6289.197050190746,56987.95884128055,28202.184572364105,33899.985989713845,27101.813840023526,3159.6873497556307,12842.847420021919,5529.011434864397
2017-08-24,9661.9953600646,6231.662222934143,56939.678945678446,28164.15335705451,33894.213554997354,27010.279631453413,3162.087232048875,12883.561703863665,5539.587150935847
2017-08-25,9529.748196377976,6139.259337335438,55509.9373363958,27842.506134165895,33159.13774710633,26822.19340186176,3107.288705048747,12687.890218623468,5467.065010061214
2017-08-26,8591.12459003479,5670.929298003899,47408.62016079303,24486.000753281267,27213.877049506213,23622.733812258506,2847.858637351009,11307.323220290198,4721.185730114782
2017-08-27,8318.703120304557,5667.825321151204,44735.33128185131,23057.48725383386,24488.457792255263,22218.86702924108,2757.0078173261445,10914.850073683563,4450.728908452337
2017-08-28,9488.14406274106,6224.329709254423,55779.42759464111,27294.14029019675,32184.69140884161,23208.811466504143,3087.3713481696514,12659.773183426367,5293.165908853497
2017-08-29,9633.189679732066,6274.080468936478,56791.57588237489,28097.276342491677,33727.87745168279,27148.108511219692,3148.4553882309983,12810.004200005413,5485.680192066518
2017-08-30,9630.209568210874,6289.197050190746,56987.95884128055,28202.184572364105,33899.985989713845,27101.813840023526,3159.6873497556307,12842.847420021919,5529.011434864397
2017-08-31,9661.9953600646,6231.662222934143,56939.678945678446,28164.15335705451,33894.213554997354,27010.279631453413,3162.087232048875,12883.561703863665,5539.587150935847
2017-09-01,9596.219435599976,6294.520119487652,56516.16518561657,28545.267998444357,36356.42952972657,27489.257345350306,3163.4729949840826,12999.559327546085,5762.721336084513
2017-09-02,8657.59582925679,5826.190080156112,48414.8480100138,25188.762617559725,30411.168832126456,24703.720101501414,2904.0429272863444,11618.992329212815,5016.84205613808
2017-09-03,8385.174359526558,5823.086103303417,45741.55913107208,23760.249118112322,27685.749574875506,24289.79775574705,2813.19210726148,11226.51918260618,4746.385234475636
2017-09-04,9554.61530196306,6379.590491406636,56785.65544386188,27996.90215447521,35381.98319146185,27759.81862160558,3143.5556381049864,12971.442292348984,5588.822234876796
2017-09-05,9699.660918954067,6429.341251088691,57797.80373159566,28800.03820677014,36925.16923430303,28229.0948004626,3204.639678166334,13121.67330892803,5781.336518089817
2017-09-06,9696.680807432875,6444.45783234296,57994.186690501316,28904.946436642567,37097.277772334084,28182.800129266434,3215.871639690966,13154.516528944536,5824.667760887696
2017-09-07,9728.466599286601,6386.923005086356,57945.906794899216,28866.915221332973,37091.50533761759,28091.26592069632,3218.2715219842103,13195.230812786282,5835.2434769591455
2017-09-08,9596.219435599976,6294.520119487652,56516.16518561657,28545.267998444357,36356.42952972657,27489.257345350306,3163.4729949840826,12999.559327546085,5762.721336084513
2017-09-09,8657.59582925679,5826.190080156112,48414.8480100138,25188.762617559725,30411.168832126456,24703.720101501414,2904.0429272863444,11618.992329212815,5016.84205613808
