tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
offshore_float,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7192686269111
offshore_ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.54210384318859
onshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.8736719888216
pv_ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5205444700932
pv_roof_com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.11630689999
pv_roof_indiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.48762657021239
river,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.097298737109845
lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.421862930590173
nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.850919999992549
phs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.205016987593213
battery_1h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5932553022635736e-08
battery_2h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8142998987738e-08
battery_4h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.237188798284569
battery_8h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.293552712435929
ch4_ocgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901428257916567
ch4_ccgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.536194785309668
h2_ccgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.043800311725515e-08
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomass_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geothermal_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9450025201314001
waste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.309060221438507
marine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49674453973
ocgt_coge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.050539134978757e-13
str_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elec_trade_imports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
