,0
total system cost [1e9€],46.8180126577483
elec_demand_tot [TWh],506.1213364714934
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],134.30261427306326
elec_price_weighted_by_demand [€/MWh],106.80768216378169
CH4_price_weighted_by_demand [€/MWh],2.385540680393057
H2_price_weighted_by_demand [€/MWh],1.3138119574829992
load_shifted [TWh],23.816325466547664
load_shifted [%],4.705655294555852
attributed_cost [1e9€],61.77727108001733
primary_gene_elec [TWh],642.3804113482093
gene_elec [TWh],671.8067489593108
gene_curtailed [TWh],32.87797133587957
gene_curtailed [%],5.118146623879181
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],162.5120099999976
gene_CH4 [TWh],185.9813309912804
gene_H2 [TWh],74.00752971704702
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],80.82737961602926
lcoe_CH4 [€/MWh],51.54766753430031
lcoe_H2 [€/MWh],46.502277592836094
lcoe_elec_volume [€/MWh],87.8826644583319
lcoe_CH4_volume [€/MWh],73.35795633538036
lcoe_H2_volume [€/MWh],149.62099846516622
lcoe_elec_value [€/MWh],101.52465293464888
lcoe_CH4_value [€/MWh],53.25881804078978
lcoe_H2_value [€/MWh],65.12030776872751
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],12.595431077171575
