year,area,dual
2051,FR,-132.15384132513213
2051,BE,-131.5491084648801
2051,DE,-131.5491083602705
2051,CH,-131.5491084467173
2051,IT,-131.54910842302957
2051,ES,-131.5491084086324
2051,UK,-131.54910843842467
2051,NL,-131.54910836872133
2051,IE,-131.5491083673958
2051,PT,-131.54910844974864
