direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1083.1514108519355,12.6,35.40015325298278,4.460419309875831,23.24200913242009,49.646118721461185,39.07327315451227
DE→FR,DE,768.3125324794337,11.0,33.49061285345744,3.6839674138803193,21.34703196347032,53.67579908675799,32.2715545455916
FR→CH,CH,651.0997243027599,3.3,40.8707179910278,1.3487336937039172,30.38812785388128,48.28767123287671,11.814907156846315
CH→FR,CH,427.4123845300418,2.0,41.052368406643076,0.8210473681328614,32.11187214611872,49.85159817351598,7.192374944843865
FR→IT,IT,691.0754855542342,3.1,49.46876108052432,1.533531593496254,40.21689497716895,40.31963470319635,13.433736759027184
IT→FR,IT,313.50081025352426,3.1,29.0654453026649,0.901028804382612,21.769406392694062,60.136986301369866,7.893012326391681
FR→ES,ES,996.1806093605348,10.2,34.45366183070633,3.514273506732046,22.5,52.43150684931507,30.78503591897272
ES→FR,ES,865.2149837816855,9.5,35.27894416504104,3.351499695678898,25.445205479452053,51.18721461187214,29.35913733414715
FR→UK,UK,1368.504601998989,9.8,38.71099249211806,3.79367726422757,28.45890410958904,50.07990867579909,33.23261283463351
UK→FR,UK,1219.7981185700007,9.5,34.79592762094788,3.305613123990049,26.289954337899545,54.349315068493155,28.95717096615283
