area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,3.606823022316253e-06,1.6737949019124217e-05,16.869321942136345,1.6260529610285583,0.0,0.0,0.0
CH,62.400000000000006,2.8133053766489702e-06,7.741903651045325e-06,1.5018544020918289e-05,9.179854083585868e-06,0.0,0.0,0.0
DE,130.0,3.4891119425406934e-06,1.610579211861987e-05,100.39053903053535,2.6644879930183967,0.0,0.0,0.0
ES,128.0,3.320914148068494e-06,1.3805278236048646e-05,107.24479189699895,6.438394028686805,0.0,0.0,0.0
FR,101.00000022939568,7.857112708998311e-06,4.640580648465917e-05,44.02463437808803,7.054413930003432e-05,2857.991518355248,118900.0,0.0
IE,0.0,9.349606722468466e-06,0.6074244031045928,3.097678379181506,4.795902932149173e-05,0.0,0.0,0.0
IT,144.4,3.917001446559711e-06,1.7381265049862478e-05,107.54333836893612,23.45139718451316,0.0,0.0,0.0
NL,0.0,3.615188756689069e-06,1.6794699550620887e-05,30.334824183339244,0.3968834403735374,0.0,0.0,0.0
PT,94.0,3.307988972438955e-06,1.3729421541537496e-05,3.7638547684557824,0.11192386679922059,0.0,0.0,0.0
UK,56.0,9.429938338839762e-06,3.0161768865547214,36.87630640940544,4.8441865961136165e-05,0.0,0.0,0.0
