,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],381.7814026567073,381.7814026567073,381.7814026567073,381.7814026567073,381.7814026567073,381.7814026567073,381.7814026567073,381.7814026567073,381.7814026567073,381.7814026567073
elec_demand_tot [TWh],501.09750937345535,113.30718459253009,638.3984469871064,69.0575496392778,405.7426662552576,335.27549696891543,530.9283131816877,197.89117388748411,45.94521541989428,72.85653148277112
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],131.87554277657443,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],77.24141821093093,79.29798129776377,79.46473974408035,78.65542999411952,91.7183934616384,78.24599354963715,82.30306456106932,81.8944892022867,81.2019789689652,78.40012579699604
CH4_price_weighted_by_demand [€/MWh],111.5519989083921,111.551999432112,111.55199892943745,111.55199924551948,111.55199930263775,111.55199909066602,111.55199910142792,111.55199913875757,111.55199896226627,111.55200008649436
H2_price_weighted_by_demand [€/MWh],72.84947841132356,72.84947841132359,72.8494784113235,72.84947841132355,72.84947841132352,72.84947841132356,72.84947841132353,72.84947841132356,72.8494784113235,72.84947841132357
load_shifted [TWh],25.88554373974982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],5.165769786426533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],60.56038941536627,11.842869107888093,91.61819258454851,7.934722801061887,45.19565774596847,40.94103627945976,68.0147166416294,38.645829462174056,16.019160592530213,9.133585959305528
primary_gene_elec [TWh],694.9669148110885,121.61788293018954,1035.2509072755875,106.86013360802463,477.9413280271799,491.20869055076105,691.1562060205214,364.32738349847796,197.93264421050418,111.81099871366088
gene_elec [TWh],696.07928710615,134.2949922818547,1067.233944204705,107.16790046679522,520.4884677154422,498.25443725362663,726.1223029357246,379.44083608288315,198.5422457476242,112.01069282914406
gene_curtailed [TWh],13.130433401232821,15.189895675384117,22.041541371189812,7.409420487506678,17.294661947412745,7.1223245567513915,6.902678084885443,15.237243894764749,6.219317815342265,6.404674848243588
gene_curtailed [%],1.8893609352327285,12.489853720035022,2.129101381731248,6.933755589980162,3.618574275382442,1.449958987648525,0.9987146212039502,4.1822944376149005,3.142138498755128,5.72812596428501
imports [TWh/yr],105.66268279211542,71.61170001960055,153.61963022604107,11.81372566613063,13.432393385351281,90.93819314911973,107.74281320081084,77.80724124712836,66.22078319068925,63.2669774192522
exports [TWh/yr],128.339565823992,52.73323509865499,181.70543920078603,7.192374944843865,7.893012326391681,92.63244208387432,95.1845768974352,61.828485472246335,74.52097572503328,60.16225195893482
net_imports [TWh/yr],-22.67688303187657,18.87846492094556,-28.085808974744964,4.621350721286764,5.5393810589595995,-1.6942489347545973,12.558236303375637,15.978755774882025,-8.300192534344035,3.1047254603173826
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999231643,7.999999999958291,90.01336170686695,6.499803885172623,67.77063251123906,66.57241278592925,36.016314899468256,9.999999999956435,14.43808087812269,10.107956396122457
