area,tech,dual
FR,offshore_float,-0.0
FR,offshore_ground,-0.0
FR,onshore,-54.32169424604056
FR,pv_ground,-0.0
FR,pv_roof_com,-0.0
FR,pv_roof_indiv,-0.0
FR,river,-243.56108064689644
FR,lake,-0.0
FR,nuclear,-0.0
FR,natural_gas,-0.0
FR,coal,-0.0
FR,biomass_coge,-84.74912536854774
FR,geothermal_coge,-0.0
FR,waste,-125.10385554424695
FR,marine,-0.0
FR,rsv_dummy,-0.0
FR,lost_load,-2.1547219652472585
BE,offshore_float,-0.0
BE,offshore_ground,-0.0
BE,onshore,-85.23649613003684
BE,pv_ground,-0.0
BE,pv_roof_com,-0.0
BE,pv_roof_indiv,-0.0
BE,river,-17.286091719856174
BE,lake,-473.6446682190309
BE,nuclear,-22979.606262004185
BE,coal,-0.0
BE,biomass_coge,-3.0998094439823314
BE,geothermal_coge,-101.62426067265451
BE,waste,-123.20413961888161
BE,marine,-192.49022127479748
BE,rsv_dummy,-0.0
BE,lost_load,-0.0
DE,offshore_float,-0.0
DE,offshore_ground,-0.0
DE,onshore,-54.94568875162586
DE,pv_ground,-0.0
DE,pv_roof_com,-0.0
DE,pv_roof_indiv,-0.0
DE,river,-196.38465796971033
DE,lake,-0.0
DE,nuclear,-22981.973810292024
DE,coal,-0.0
DE,biomass_coge,-3.094765958566483
DE,geothermal_coge,-0.0
DE,waste,-688.258224642735
DE,marine,-192.47981302490518
DE,rsv_dummy,-0.0
DE,lost_load,-0.0
CH,offshore_float,-0.0
CH,offshore_ground,-0.0
CH,onshore,-11.670953211251947
CH,pv_ground,-0.0
CH,pv_roof_com,-0.0
CH,pv_roof_indiv,-0.0
CH,river,-37.17028088599773
CH,lake,-0.0
CH,nuclear,-1054.9027949773963
CH,coal,-0.0
CH,biomass_coge,-145.75695539383446
CH,geothermal_coge,-97.56268945739049
CH,waste,-684.2070616773631
CH,marine,-188.4286500595336
CH,rsv_dummy,-0.0
CH,lost_load,-0.0
IT,offshore_float,-0.0
IT,offshore_ground,-0.0
IT,onshore,-30.44396031759479
IT,pv_ground,-0.0
IT,pv_roof_com,-0.0
IT,pv_roof_indiv,-0.0
IT,river,-48.53095138906793
IT,lake,-0.0
IT,nuclear,-7874.304235392805
IT,coal,-0.0
IT,biomass_coge,-77.04635332821962
IT,geothermal_coge,-54.894296867391766
IT,waste,-144.64535182476902
IT,marine,-307.05926754224595
IT,rsv_dummy,-0.0
IT,lost_load,-0.0
ES,offshore_float,-0.0
ES,offshore_ground,-0.0
ES,onshore,-29.46599203779108
ES,pv_ground,-0.0
ES,pv_roof_com,-0.0
ES,pv_roof_indiv,-0.0
ES,river,-47.46293179488012
ES,lake,-0.0
ES,nuclear,-22977.238910223023
ES,coal,-0.0
ES,biomass_coge,-20.97378525952779
ES,geothermal_coge,-0.0
ES,waste,-123.88549664489499
ES,marine,-0.0
ES,rsv_dummy,-0.0
ES,lost_load,-0.0
UK,offshore_float,-0.0
UK,offshore_ground,-0.0
UK,onshore,-95.1630462328791
UK,pv_ground,-0.0
UK,pv_roof_com,-0.0
UK,pv_roof_indiv,-0.0
UK,river,-53.901778677595196
UK,lake,-451.3746569074329
UK,nuclear,-74867.17804728102
UK,coal,-0.0
UK,biomass_coge,-0.0
UK,geothermal_coge,-79.3542493610586
UK,waste,-665.9986215810288
UK,marine,-170.22020996319952
UK,rsv_dummy,-0.0
UK,lost_load,-13.934312384738561
NL,offshore_float,-0.0
NL,offshore_ground,-0.0
NL,onshore,-76.82844647934596
NL,pv_ground,-0.0
NL,pv_roof_com,-0.0
NL,pv_roof_indiv,-0.0
NL,river,-82.00104224823929
NL,lake,-473.63013606269305
NL,nuclear,-22984.34161208476
NL,coal,-0.0
NL,biomass_coge,-3.0900588883647515
NL,geothermal_coge,-101.60972851631618
NL,waste,-688.2541007362888
NL,marine,-192.4756891184587
NL,rsv_dummy,-0.0
NL,lost_load,-0.0
IE,offshore_float,-0.0
IE,offshore_ground,-0.0
IE,onshore,-135.69703394983048
IE,pv_ground,-0.0
IE,pv_roof_com,-0.0
IE,pv_roof_indiv,-0.0
IE,river,-201.85306221182623
IE,lake,-451.35804501804097
IE,nuclear,-74869.64837161677
IE,coal,-0.0
IE,biomass_coge,-0.0
IE,geothermal_coge,-79.3376374716645
IE,waste,-665.9820096916371
IE,marine,-170.20359807380757
IE,rsv_dummy,-0.0
IE,lost_load,-13.93509464025461
PT,offshore_float,-0.0
PT,offshore_ground,-0.0
PT,onshore,-32.752320964368465
PT,pv_ground,-0.0
PT,pv_roof_com,-0.0
PT,pv_roof_indiv,-0.0
PT,river,-0.0
PT,lake,-0.0
PT,nuclear,-22974.871925864776
PT,coal,-0.0
PT,biomass_coge,-20.97203081179831
PT,geothermal_coge,-98.68135919716289
PT,waste,-685.325731417135
PT,marine,-189.5473197993042
PT,rsv_dummy,-0.0
PT,lost_load,-0.0
